7.127313315937708005e+00,-4.439442401691501061e+00
6.688738976515013590e+00,-2.448401344263758439e+00
-1.100479098200580319e+00,-7.784368032377441793e+00
3.993378668723003955e+00,-4.904512690378069806e+00
-1.817162203499773865e+00,-9.229098753343576433e+00
-2.055219014235006192e+00,-1.023141198545105368e+01
4.203977227856134036e+00,-3.611647490787825099e+00
-2.180462454485703194e-01,-9.219627060434595123e+00
5.193276406679927071e+00,-6.388451341434558728e+00
-1.836820559597842406e+00,-8.219521307376187025e+00
7.542874059324447877e+00,-5.352840523718817245e+00
4.889545445897716114e+00,-3.389478161292795999e+00
-1.765586323495421217e+00,-9.349430011623610426e+00
5.225977524172473743e+00,-5.550334697098064041e+00
6.648863758883609698e+00,-4.462036637668878036e+00
8.094081779370009500e+00,-4.806828696872684326e+00
6.329165294910879425e+00,-5.321770940582776888e+00
5.806702143179737874e+00,-5.144752330612592850e+00
5.673811357227816821e+00,-3.339634131617430057e+00
7.208701516450260804e+00,-6.041764292030238792e+00
-3.250145667438246289e+00,-8.673048418555650230e+00
-1.228563706205941797e+00,-7.963172747219522840e+00
-3.294461341119911957e+00,-7.452699971752422492e+00
-1.812946313242290941e+00,-7.556407341581867776e+00
-1.538090576234510065e+00,-8.778281370344805268e+00
-3.782880524147069323e+00,-9.383031743043764195e+00
-2.734738363731572974e+00,-9.347779563139333447e+00
5.608554219148511599e-01,-8.379428640647441640e+00
-7.412312653322548073e-01,-7.872708769688730790e+00
-1.789482683031202725e+00,-8.621828110603729556e+00
6.507537529865303760e+00,-3.625617765810420945e+00
4.603029326340070781e+00,-4.275634224898611890e+00
-1.265615320405687694e+00,-8.612627076429323125e+00
-7.212391439745475807e-01,-8.456070284996297204e+00
3.830244480288044429e+00,-4.072719777029988997e+00
-3.341796805230784706e+00,-9.473829893140450764e+00
6.052970481314105200e+00,-6.082342366052826854e+00
-2.914116813811514550e+00,-9.033056880610292438e+00
3.866499686971437200e+00,-4.040198316250611654e+00
6.444923768717126578e+00,-4.435506128227582501e+00
-1.814679493363725138e+00,-1.005599012847760854e+01
-1.767720862231867196e+00,-9.423580022905863274e+00
2.745653230704322212e+00,-4.270405751888233681e+00
5.237302828690709511e+00,-4.110951281928639567e+00
6.340723312416542967e+00,-4.342599993475640296e+00
-2.306354214793234547e+00,-8.374563528613219177e+00
-3.094420789784552817e+00,-9.240960895904205330e+00
6.596209159575647796e+00,-4.328939835402422887e+00
7.249011243473228561e+00,-3.589132627642617646e+00
-2.032851953942554690e+00,-8.161587705542267202e+00
