4.714218348601706410e+00,-8.929404146554203336e+00
5.435424870296388988e+00,-9.951621455057146903e+00
6.335767864237475067e+00,-7.058582527806324336e+00
7.752600158378483819e+00,-9.071418661851192056e+00
6.087395800839559890e+00,-4.402893794299304275e+00
1.329043229645662683e+00,5.635121746046148239e+00
5.486809949436370459e+00,5.037628043752892637e+00
5.372011658020928060e+00,-8.977863184823705822e+00
3.745464962461019898e+00,5.846102697279655480e+00
3.144462245543033774e-01,4.159748962377132209e+00
4.157308653503941187e+00,3.322812905653144355e+00
9.870913897559274730e-02,4.510312064333298565e+00
5.906536138596704788e+00,-8.650172025868238634e+00
5.268995883517820999e+00,1.015326032310133542e+01
8.543940569191741830e+00,-1.185255127296104938e+01
5.496518487593984759e+00,6.012459816993642292e+00
2.016024308117619679e+00,4.243425622515500706e+00
7.348552423427212599e-01,5.962555662346626484e+00
5.288132385141397052e+00,-1.406155644062333820e+01
-9.202848154984475393e-01,6.261902007019191529e+00
3.288140220672638669e+00,3.987382422652649971e+00
4.856792090606779411e+00,-8.297232224606727158e+00
4.865046769120425552e+00,-1.073850994243347579e+01
8.065004619220745852e+00,-1.112209696701450667e+01
7.722048470993942537e+00,3.423428499904025202e+00
5.577752380550096589e+00,5.703167193009720748e+00
5.882669670082802504e+00,-1.377318792926818958e+01
1.660569106971002018e+00,5.164211637210220474e+00
1.188114659684463836e+00,6.124073809594758444e+00
4.652215557299802740e+00,-1.281075568456145675e+00
6.731218410504927974e+00,-1.109714069032165362e+01
6.266853840664850850e+00,-1.029398892069158578e+01
4.168078633217171536e+00,6.904442868879009154e+00
4.973254091440823643e+00,-7.507908852063147620e+00
2.369794496168884379e+00,4.135787111602206245e+00
9.595090507328954743e+00,-5.920851301299437708e+00
3.736771466568014510e+00,-1.003162605410404495e+01
3.453602809833562048e+00,-1.061256916826973828e+01
5.705100286430816681e+00,-1.058485924415937873e+01
2.258937742292165929e+00,-8.281699620493881753e+00
5.190640675827182804e+00,-1.034553995181067343e+01
5.256056279319332170e+00,-1.069648278291089483e+01
7.796861686865661945e+00,-1.105036207680257121e+01
4.983236383953498105e+00,6.161217956183083544e+00
7.786164497494707959e+00,-6.072454364865532028e+00
5.634626218588930868e+00,-6.649168620915461680e+00
4.665164580708073494e+00,-9.840962964251936285e+00
1.528423356051508364e+00,-1.005278578092826969e+01
3.248727538121732206e+00,3.894766813582607234e+00
4.292666815536247071e+00,-8.097824970966103209e+00
6.613233471613837011e+00,-9.894543554038712330e+00
3.370899592541693135e+00,7.359521314244238610e+00
-3.108843832983843036e-01,3.550289424070149913e+00
2.190076746598589974e+00,2.604020142461274112e+00
2.175255911026197531e+00,5.096376466099874492e+00
2.051398607353162262e+00,6.757315729717713992e+00
4.820248523717194367e+00,5.326379211513674328e+00
1.273183475953314492e+00,-1.324604283419967565e+01
7.195084815938495915e+00,-9.157441338424264998e+00
4.787373089637634749e+00,4.357783035253356196e+00
1.973452258036054285e+00,3.314157031740604165e+00
2.542949436591459111e+00,3.392902433202067414e+00
1.045529056159244341e+01,-7.658297244040068286e+00
2.919663586681448209e+00,9.704181857109954734e-01
4.409661806116265126e+00,8.716021987690751871e-01
6.842274765313224094e+00,8.015125412175503783e+00
-2.146752292296001841e+00,2.464626096698848912e+00
5.231077284262707572e+00,4.857384132298796509e+00
3.231634536554600423e+00,-1.126077952992368303e+01
3.640830448563126431e+00,6.367063075393965654e+00
3.824663637746740008e+00,6.242795656256479475e+00
3.399774957249716234e+00,-7.425585449048291764e+00
8.174206335148221925e+00,-9.175433126422475993e+00
2.068942929859288515e+00,2.121525447249637431e+00
7.623396864632274728e+00,-1.256392867418109915e+01
5.985160209736076098e+00,-4.576529618318666337e+00
3.246368270725660921e+00,1.577079080359066854e+00
6.097061349626489601e+00,-8.617064919301361314e+00
5.983987195288370309e+00,-9.357009108810533604e+00
1.751009602463478032e+00,5.272396403707543477e+00
5.323868791523537425e+00,-8.758944456940316314e+00
3.039548220489726393e+00,-9.301173568069835085e+00
2.181072251901256198e+00,-9.602567097661866669e+00
6.812899122910176963e+00,-1.032179198483570026e+01
3.466246179052725918e+00,8.366334396477713042e+00
4.938830127852328111e+00,-1.063859170196119130e+01
1.176085881188682292e+00,4.428272745808468969e+00
6.152069609929920802e+00,6.378645829322465488e+00
2.572077915543724558e+00,3.966424236494985767e+00
1.469426639250369648e+00,2.203137804400178812e+00
